Time [s],Packet ID,MOSI,MISO
12.7831510000,116,0x00,0xAC
12.7831584062,116,0x00,0x00
12.7831650625,116,0x00,0x01
12.7831773437,117,0x02,0xAC
12.7831839687,117,0xFF,0xAC
12.7831905937,117,0xFF,0xAC
13.7836992500,118,0xC0,0xAC
13.7837058750,118,0x00,0x2C
13.7837180000,119,0x08,0xAC
13.7837245937,119,0x02,0xAC
13.7837312187,119,0x01,0xAC
13.7837378437,119,0x02,0xAC
13.7837444687,119,0x01,0xAC
13.7837510937,119,0x00,0xAC
13.7837577187,119,0x00,0xAC
13.7837643437,119,0x00,0xAC
13.7837709687,119,0x00,0xAC
13.7837881875,120,0xC0,0xAC
13.7837947812,120,0x00,0x2C
13.7838060937,121,0x8C,0xAC
13.7838126875,121,0x00,0xAC
13.7838193125,121,0x08,0xAC
13.7838259375,121,0x00,0xAC
13.7838325625,121,0x17,0xAC
13.7838391875,121,0x01,0xAC
13.7838458125,121,0x00,0xAC
13.7838685937,122,0xC0,0xA2
13.7838751875,122,0x00,0x22
13.7838864375,123,0x0E,0xA2
13.7838930312,123,0x00,0xA2
13.7838996562,123,0x48,0xA2
13.7839062812,123,0x65,0xA2
13.7839129062,123,0x6C,0xA2
13.7839195312,123,0x6C,0xA2
13.7839261562,123,0x6F,0xA2
13.7839327812,123,0x20,0xA2
13.7839394062,123,0x77,0xA2
13.7839460312,123,0x6F,0xA2
13.7839526562,123,0x72,0xA2
13.7839592812,123,0x6C,0xA2
13.7839659062,123,0x64,0xA2
13.7839725312,123,0x20,0xA2
13.7839791562,123,0x6E,0xA2
13.7839857812,123,0x75,0xA2
13.7839924062,123,0x6D,0xA2
13.7839990312,123,0x62,0xA2
13.7840056562,123,0x65,0xA2
13.7840122812,123,0x72,0xA2
13.7840189062,123,0x20,0xA2
13.7840255312,123,0x30,0xA2
13.7840321562,123,0x2E,0xA2
13.7840387812,123,0x31,0xA2
13.7840454062,123,0x32,0xA2
13.7840578125,124,0x83,0xA2
13.7840644062,124,0x00,0xA2
13.7840710312,124,0x00,0xA2
13.7840776562,124,0x00,0xA2
13.8581708125,125,0x12,0xAC
13.8581774062,125,0x00,0xAC
13.8581848437,125,0x00,0x00
13.8581914687,125,0x00,0x01
13.8582038125,126,0x02,0xAC
13.8582104062,126,0xFF,0xAC
13.8582170312,126,0xFF,0xAC
14.8587380000,127,0xC0,0xAC
14.8587445937,127,0x00,0x2C
14.8587567187,128,0x08,0xAC
14.8587633125,128,0x02,0xAC
14.8587699375,128,0x01,0xAC
14.8587765625,128,0x02,0xAC
14.8587831875,128,0x01,0xAC
14.8587898125,128,0x00,0xAC
14.8587964375,128,0x00,0xAC
14.8588030625,128,0x00,0xAC
14.8588096875,128,0x00,0xAC
14.8588262500,129,0xC0,0xAC
14.8588328750,129,0x00,0x2C
14.8588441563,130,0x8C,0xAC
14.8588507812,130,0x00,0xAC
14.8588574062,130,0x08,0xAC
14.8588640312,130,0x00,0xAC
14.8588706562,130,0x17,0xAC
14.8588772812,130,0x01,0xAC
14.8588839062,130,0x00,0xAC
14.8589077500,131,0xC0,0xA2
14.8589143437,131,0x00,0x22
14.8589256250,132,0x0E,0xA2
14.8589322500,132,0x00,0xA2
14.8589388750,132,0x48,0xA2
14.8589455000,132,0x65,0xA2
14.8589521250,132,0x6C,0xA2
14.8589587500,132,0x6C,0xA2
14.8589653750,132,0x6F,0xA2
14.8589720000,132,0x20,0xA2
14.8589786250,132,0x77,0xA2
14.8589852500,132,0x6F,0xA2
14.8589918750,132,0x72,0xA2
14.8589985000,132,0x6C,0xA2
14.8590051250,132,0x64,0xA2
14.8590117500,132,0x20,0xA2
14.8590183750,132,0x6E,0xA2
14.8590250000,132,0x75,0xA2
14.8590316250,132,0x6D,0xA2
14.8590382500,132,0x62,0xA2
14.8590448750,132,0x65,0xA2
14.8590515000,132,0x72,0xA2
14.8590581250,132,0x20,0xA2
14.8590647500,132,0x30,0xA2
14.8590713750,132,0x2E,0xA2
14.8590780000,132,0x31,0xA2
14.8590846250,132,0x33,0xA2
14.8590970000,133,0x83,0xA2
14.8591036250,133,0x00,0xA2
14.8591102500,133,0x00,0xA2
14.8591168750,133,0x00,0xA2
14.9332100625,134,0x12,0xAC
14.9332166875,134,0x00,0xAC
14.9332240937,134,0x00,0x00
14.9332307500,134,0x00,0x01
14.9332430313,135,0x02,0xAC
14.9332496250,135,0xFF,0xAC
14.9332562500,135,0xFF,0xAC
